78.7;5.68799e+06
79.67;5.688e+06
79.67;5.688e+06
79.67;5.68803e+06
79.67;5.68806e+06
79.67;5.68809e+06
79.67;5.68811e+06
79.67;5.68814e+06
79.67;5.68817e+06
79.67;5.6882e+06
79.67;5.68822e+06
79.67;5.68825e+06
79.67;5.68828e+06
79.67;5.68831e+06
79.67;5.68834e+06
79.67;5.68837e+06
79.67;5.68839e+06
79.67;5.68842e+06
79.67;5.68845e+06
79.67;5.68848e+06
79.67;5.6885e+06
79.67;5.68853e+06
79.67;5.68856e+06
79.67;5.68859e+06
79.67;5.68862e+06
79.67;5.68864e+06
79.67;5.68867e+06
79.67;5.6887e+06
79.67;5.68873e+06
79.67;5.68876e+06
79.67;5.68878e+06
79.67;5.68881e+06
79.67;5.68884e+06
79.67;5.68887e+06
79.67;5.6889e+06
79.67;5.68893e+06
79.67;5.68895e+06
79.67;5.68898e+06
79.67;5.68901e+06
79.67;5.68904e+06
79.67;5.68906e+06
79.67;5.68909e+06
79.67;5.68912e+06
79.67;5.68915e+06
79.67;5.68918e+06
79.67;5.6892e+06
79.67;5.68923e+06
79.67;5.68926e+06
79.67;5.68929e+06
79.67;5.68932e+06
79.67;5.68934e+06
79.67;5.68937e+06
79.67;5.6894e+06
79.67;5.68943e+06
79.67;5.68946e+06
79.67;5.68948e+06
79.67;5.68951e+06
79.67;5.68954e+06
79.67;5.68957e+06
10.81;3268.85
32.1;3331.56
33.72;3395.17
33.35;3457.71
33.35;3520.29
30.24;3583.16
28.17;3645.9
27.71;3708.71
26.68;3771.47
26.1;3834.15
25.54;3896.74
26.1;3959.47
26.1;4022.11
25.26;4084.84
25.68;4147.7
25.96;4210.39
25.68;4273.27
25.4;4336.15
26.1;4397.92
25.82;4460.74
25.26;4523.68
26.1;4586.51
25.96;4648.57
25.26;4711.64
25.82;4774.71
25.82;4836.49
25.68;4899.47
25.54;4962.38
25.96;5025.32
25.96;5087.26
25.54;5150.3
26.24;5213.46
25.82;5275.38
25.96;5338.5
25.82;5401.49
25.96;5463.44
25.96;5526.67
25.26;5588.91
25.82;5651.84
25.96;5714.98
25.82;5776.99
25.54;5840.18
25.96;5902.31
25.68;5965.65
25.68;6027.85
25.82;6091.18
25.82;6153.68
25.96;6215.82
25.54;6279.12
25.96;6341.27
25.54;6404.57
25.82;6466.63
25.54;6529.59
25.82;6591.83
25.54;6655
25.96;6717.39
25.96;6780.44
25.82;6842.82
25.96;6905.92
25.54;6968.38
25.96;7031.37
25.68;7093.85
25.96;7156.14
25.68;7219.38
25.68;7281.7
25.54;7344.86
25.82;7407.3
25.82;7470.38
25.54;7532.85
25.82;7595.89
25.82;7658.42
25.96;7720.74
25.54;7783.93
26.1;7846.37
25.68;7909.42
25.82;7971.88
25.54;8034.87
26.1;8097.36
25.82;8160.33
25.54;8222.8
25.68;8285.84
25.82;8348.34
25.68;8410.67
25.54;8473.85
26.1;8536.23
25.68;8599.32
25.68;8661.8
25.54;8724.82
25.96;8787.31
25.68;8849.66
25.4;8912.84
25.82;8975.29
25.82;9038.35
25.68;9100.76
25.54;9163.93
25.68;9226.42
25.96;9289.37
25.68;9351.8
25.54;9414.07
25.96;9477.4
25.68;9539.8
25.4;9602.82
25.54;9665.21
25.96;9728.31
25.68;9790.9
25.54;9853.86
25.82;9916.35
26.24;9978.57
25.4;10041.9
25.68;10104.3
26.1;10167.4
26.1;10229.8
25.4;10292.8
25.82;10355.3
26.24;10417.6
25.54;10480.7
25.54;10542.9
25.54;10606.2
26.1;10668.6
25.26;10731.9
25.82;10794.3
25.96;10857.2
26.1;10919.6
25.54;10982.7
25.68;11045.3
26.39;11107.7
25.54;11170.7
25.68;11233.1
25.82;11296.2
26.24;11358.8
25.4;11421
25.54;11484.4
26.53;11546.8
