114.29;6.26042e+06
41.39;3293.68
46.98;3355.78
44.83;3418.87
41.73;3481.31
40.39;3543.74
39.73;3606.13
38.11;3668.83
37.79;3731.6
38.11;3794.25
37.16;3857.03
36.53;3919.88
33.78;3982.68
31.43;4045.45
28.36;4108.11
28.9;4170.94
27.55;4233.99
27.28;4297.08
26.75;4358.96
25.96;4422.23
26.22;4485.29
26.75;4548.31
26.75;4610.4
26.75;4673.5
26.22;4736.51
26.75;4799.55
27.55;4862.59
27.55;4925.16
27.82;4988.22
26.49;5050.67
27.1;5113.91
27.82;5177.12
28.9;5239.21
28.36;5302.3
27.28;5365.37
26.75;5428.46
27.28;5491.48
27.82;5554.66
28.36;5617.87
28.63;5681.05
28.36;5744.14
28.36;5806.36
27.28;5869.48
27.1;5932.79
26.75;5996.04
27.82;6059.28
28.36;6122.52
28.63;6184.81
28.63;6247.99
28.9;6311.45
27.55;6373.81
27.1;6437.12
26.49;6500.32
27.28;6563.76
28.36;6625.94
28.63;6689.4
28.9;6752.75
28.36;6815.58
27.55;6878.19
27.1;6940.88
27.1;7004.29
27.28;7067.52
28.9;7130.21
28.63;7193.56
28.9;7256.08
28.36;7319.44
27.82;7382.08
27.1;7445.5
26.75;7508.09
27.28;7571.49
27.55;7634.75
28.36;7697.52
28.9;7760.66
28.9;7823.14
28.36;7886.43
27.28;7949.63
26.75;8012.82
26.75;8075.36
27.82;8138.64
28.36;8201.85
28.9;8265.04
28.63;8327.53
28.36;8390.78
27.28;8454.04
26.49;8516.46
27.1;8579.77
27.55;8643.02
28.36;8706.17
28.9;8768.63
28.9;8831.98
28.63;8894.94
27.55;8957.74
27.1;9020.97
26.75;9084.16
27.55;9147.3
28.36;9209.76
28.9;9273.13
28.9;9336.3
29.18;9399.53
27.82;9462.31
27.28;9525.43
26.49;9588.49
27.55;9651.47
28.36;9714.49
28.9;9777.45
29.18;9840.7
29.46;9903.62
28.36;9966.77
27.82;10029.5
26.75;10092.7
27.55;10155.3
28.9;10218.7
28.63;10281.2
29.18;10344.7
29.18;10408
28.63;10470.7
28.9;10534
27.55;10596.6
27.55;10659.9
27.82;10722.5
28.63;10785.9
29.18;10849.1
29.18;10911.8
28.63;10975
27.82;11037.7
27.1;11101
27.55;11164.3
27.82;11227
28.63;11290.2
28.9;11352.8
29.18;11416.2
28.9;11479.4
27.82;11542.2
27.55;11605.4
27.55;11668.1
27.82;11731.4
28.9;11794.6
28.9;11857.3
29.18;11920.6
29.18;11983.3
28.9;12046.6
27.55;12109.2
27.55;12172.6
27.82;12235.8
28.9;12298.4
28.36;12361.7
28.9;12425
28.9;12487.8
28.63;12551
27.82;12613.7
27.28;12677
27.55;12740.2
27.82;12802.9
28.9;12866.2
28.36;12929
28.63;12992.2
28.9;13054.8
28.63;13118.2
28.9;13181.5
27.82;13244.2
27.82;13307.5
28.9;13370
28.36;13433.5
